"count","category","result.taxonid","result.scientific_name","result.subspecies","result.rank","result.subpopulation"
12418,"VU",64336724,"Acinipe segurensis",NA,NA,NA
12418,"VU",89293224,"Acinolaemus carcharodon",NA,NA,NA
12418,"VU",219,"Acinonyx jubatus",NA,NA,NA
12418,"VU",45660,"Aciotis asplundii",NA,NA,NA
12418,"VU",222,"Acipenser brevirostrum",NA,NA,NA
12418,"VU",242,"Acipenser oxyrinchus ssp. desotoi","desotoi","ssp.",NA
12418,"VU",227,"Acipenser ruthenus",NA,NA,NA
12418,"VU",103635419,"Acmadenia faucitincta",NA,NA,NA
12418,"VU",103635421,"Acmadenia laxa",NA,NA,NA
12418,"VU",43096,"Acmella leucantha",NA,NA,NA
12418,"VU",89294363,"Acmella sp. nov. 'Ba Tai'",NA,NA,NA
12418,"VU",161861,"Aconitum corsicum",NA,NA,NA
12418,"VU",50126562,"Aconitum violaceum",NA,NA,NA
12418,"VU",19672360,"Acrida bara",NA,NA,NA
12418,"VU",85955099,"Acridocarpus natalitius var. linearifolius","linearifolius","var.",NA
12418,"VU",19672365,"Acridoderes uvarovi",NA,NA,NA
12418,"VU",103871334,"Acridotheres javanicus",NA,NA,NA
12418,"VU",22724510,"Acrobatornis fonsecai",NA,NA,NA
12418,"VU",22714852,"Acrocephalus brevipennis",NA,NA,NA
12418,"VU",22714696,"Acrocephalus paludicola",NA,NA,NA
12418,"VU",22714791,"Acrocephalus rehsei",NA,NA,NA
12418,"VU",22714839,"Acrocephalus taiti",NA,NA,NA
12418,"VU",22728387,"Acrocephalus tangorum",NA,NA,NA
12418,"VU",169516,"Acrochordonichthys chamaeleon",NA,NA,NA
12418,"VU",89694347,"Acrocyrtus sp. nov. 'HC - blind'",NA,NA,NA
12418,"VU",314,"Acrolophitus pulchellus",NA,NA,NA
12418,"VU",22483644,"Acroloxus egirdirensis",NA,NA,NA
12418,"VU",155993,"Acroloxus improvisus",NA,NA,NA
12418,"VU",155811,"Acroloxus tetensi",NA,NA,NA
12418,"VU",47693579,"Acroneuroptila puddui",NA,NA,NA
12418,"VU",47693622,"Acroneuroptila sardoa",NA,NA,NA
12418,"VU",177839,"Acropogon calcicolus",NA,NA,NA
12418,"VU",37420,"Acropogon domatifer",NA,NA,NA
12418,"VU",37423,"Acropogon veillonii",NA,NA,NA
12418,"VU",133133,"Acropora abrolhosensis",NA,NA,NA
12418,"VU",133463,"Acropora aculeus",NA,NA,NA
12418,"VU",132940,"Acropora acuminata",NA,NA,NA
12418,"VU",133513,"Acropora anthocercis",NA,NA,NA
12418,"VU",133132,"Acropora aspera",NA,NA,NA
12418,"VU",133583,"Acropora awi",NA,NA,NA
12418,"VU",133283,"Acropora batunai",NA,NA,NA
12418,"VU",133112,"Acropora caroliniana",NA,NA,NA
12418,"VU",133322,"Acropora dendrum",NA,NA,NA
12418,"VU",132984,"Acropora derawanensis",NA,NA,NA
12418,"VU",133396,"Acropora desalwii",NA,NA,NA
12418,"VU",133223,"Acropora donei",NA,NA,NA
12418,"VU",133661,"Acropora echinata",NA,NA,NA
12418,"VU",133688,"Acropora elegans",NA,NA,NA
12418,"VU",133387,"Acropora globiceps",NA,NA,NA
12418,"VU",132981,"Acropora hemprichii",NA,NA,NA
12418,"VU",133401,"Acropora hoeksemai",NA,NA,NA
12418,"VU",133319,"Acropora horrida",NA,NA,NA
12418,"VU",133600,"Acropora indonesia",NA,NA,NA
12418,"VU",133617,"Acropora jacquelineae",NA,NA,NA
12418,"VU",133233,"Acropora kimbeensis",NA,NA,NA
12418,"VU",133081,"Acropora kirstyae",NA,NA,NA
12418,"VU",133500,"Acropora kosurini",NA,NA,NA
12418,"VU",132969,"Acropora listeri",NA,NA,NA
12418,"VU",133394,"Acropora loisetteae",NA,NA,NA
12418,"VU",133294,"Acropora lokani",NA,NA,NA
12418,"VU",133327,"Acropora lovelli",NA,NA,NA
12418,"VU",133359,"Acropora microclados",NA,NA,NA
12418,"VU",132990,"Acropora multiacuta",NA,NA,NA
12418,"VU",133531,"Acropora palmerae",NA,NA,NA
12418,"VU",132972,"Acropora paniculata",NA,NA,NA
12418,"VU",133494,"Acropora papillare",NA,NA,NA
12418,"VU",133247,"Acropora pharaonis",NA,NA,NA
12418,"VU",132935,"Acropora plumosa",NA,NA,NA
12418,"VU",133647,"Acropora polystoma",NA,NA,NA
12418,"VU",133115,"Acropora retusa",NA,NA,NA
12418,"VU",133164,"Acropora russelli",NA,NA,NA
12418,"VU",133427,"Acropora simplex",NA,NA,NA
12418,"VU",133320,"Acropora solitaryensis",NA,NA,NA
12418,"VU",133338,"Acropora speciosa",NA,NA,NA
12418,"VU",133432,"Acropora spicifera",NA,NA,NA
12418,"VU",133291,"Acropora striata",NA,NA,NA
12418,"VU",133203,"Acropora tenella",NA,NA,NA
12418,"VU",132909,"Acropora turaki",NA,NA,NA
12418,"VU",133025,"Acropora vaughani",NA,NA,NA
12418,"VU",133532,"Acropora verweyi",NA,NA,NA
12418,"VU",133441,"Acropora walindii",NA,NA,NA
12418,"VU",132931,"Acropora willisae",NA,NA,NA
12418,"VU",63609,"Acrosorium papenfussii",NA,NA,NA
12418,"VU",15431203,"Acrotylus apicalis",NA,NA,NA
12418,"VU",22683542,"Actenoides hombroni",NA,NA,NA
12418,"VU",22727941,"Actenoides regalis",NA,NA,NA
12418,"VU",499,"Actinella actinophora",NA,NA,NA
12418,"VU",501,"Actinella armitageana",NA,NA,NA
12418,"VU",505,"Actinella giramica",NA,NA,NA
12418,"VU",506,"Actinella laciniosa",NA,NA,NA
12418,"VU",503,"Actinella littorinella",NA,NA,NA
12418,"VU",4969,"Actinemys marmorata",NA,NA,NA
12418,"VU",46388,"Actinidia chrysantha",NA,NA,NA
12418,"VU",46389,"Actinidia laevissima",NA,NA,NA
12418,"VU",46390,"Actinidia pilosula",NA,NA,NA
12418,"VU",46391,"Actinidia rudis",NA,NA,NA
12418,"VU",46393,"Actinidia suberifolia",NA,NA,NA
12418,"VU",46394,"Actinidia ulmifolia",NA,NA,NA
12418,"VU",46395,"Actinidia vitifolia",NA,NA,NA
12418,"VU",32552,"Actinodaphne albifrons",NA,NA,NA
12418,"VU",31221,"Actinodaphne campanulata var. campanulata","campanulata","var.",NA
12418,"VU",35868,"Actinodaphne ellipticibacca",NA,NA,NA
12418,"VU",36329,"Actinodaphne fragilis",NA,NA,NA
12418,"VU",36330,"Actinodaphne johorensis",NA,NA,NA
12418,"VU",33609,"Actinodaphne lawsonii",NA,NA,NA
12418,"VU",180518,"Actinopyga echinites",NA,NA,NA
12418,"VU",180337,"Actinopyga mauritiana",NA,NA,NA
12418,"VU",180265,"Actinopyga miliaris",NA,NA,NA
12418,"VU",134437,"Adeleana forcarti",NA,NA,NA
12418,"VU",63727,"Adelophis copei",NA,NA,NA
12418,"VU",56300,"Adelophryne baturitensis",NA,NA,NA
12418,"VU",203338,"Adelphicos veraepacis",NA,NA,NA
12418,"VU",30842,"Adenanthera bicolor",NA,NA,NA
12418,"VU",33342,"Adenanthera intermedia",NA,NA,NA
12418,"VU",103534115,"Adenocarpus gibbsianus",NA,NA,NA
12418,"VU",13188370,"Adenophora taquetii",NA,NA,NA
12418,"VU",34516,"Adenopodia rotundifolia",NA,NA,NA
12418,"VU",43097,"Adenostemma harlingii",NA,NA,NA
12418,"VU",43098,"Adenostemma zakii",NA,NA,NA
12418,"VU",19892905,"Adesmia cordobensis",NA,NA,NA
12418,"VU",31805,"Adinandra corneriana",NA,NA,NA
12418,"VU",43218,"Aechmea aculeatosepala",NA,NA,NA
12418,"VU",43219,"Aechmea biflora",NA,NA,NA
12418,"VU",43222,"Aechmea lugoi",NA,NA,NA
12418,"VU",43225,"Aechmea patriciae",NA,NA,NA
12418,"VU",43226,"Aechmea roeseliae",NA,NA,NA
12418,"VU",43228,"Aechmea wuelfinghoffii",NA,NA,NA
12418,"VU",526,"Aegialia concinna",NA,NA,NA
12418,"VU",527,"Aegialia crescenta",NA,NA,NA
12418,"VU",15595,"Aegialomys galapagoensis",NA,NA,NA
12418,"VU",19208950,"Aegilops sharonensis",NA,NA,NA
12418,"VU",36798,"Aegiphila cuneata var. hirsutissima","hirsutissima","var.",NA
12418,"VU",32647,"Aegiphila fasciculata",NA,NA,NA
12418,"VU",37429,"Aegiphila monstrosa",NA,NA,NA
12418,"VU",37430,"Aegiphila panamensis",NA,NA,NA
12418,"VU",38137,"Aegiphila purpurascens",NA,NA,NA
12418,"VU",38138,"Aegiphila rimbachii",NA,NA,NA
12418,"VU",37431,"Aegiphila skutchii",NA,NA,NA
12418,"VU",110089522,"Aeollanthus trifidus",NA,NA,NA
12418,"VU",165110,"Aeonium balsamiferum",NA,NA,NA
12418,"VU",162264,"Aeonium saundersii",NA,NA,NA
12418,"VU",136484,"Aepeomys reigi",NA,NA,NA
12418,"VU",549,"Aepyceros melampus ssp. petersi","petersi","ssp.",NA
12418,"VU",43100,"Aequatorium jamesonii",NA,NA,NA
12418,"VU",43102,"Aequatorium limonense",NA,NA,NA
12418,"VU",36800,"Aequatorium rimachianum",NA,NA,NA
12418,"VU",44393008,"Aeranthes carnosa",NA,NA,NA
12418,"VU",64563509,"Aeranthes schlechteri",NA,NA,NA
12418,"VU",44393419,"Aeranthes tropophila",NA,NA,NA
12418,"VU",46293,"Aerides leeanum",NA,NA,NA
12418,"VU",22686507,"Aerodramus elaphrus",NA,NA,NA
12418,"VU",22686581,"Aerodramus sawtelli",NA,NA,NA
12418,"VU",66106662,"Aeschynomene aphylla",NA,NA,NA
12418,"VU",19892014,"Aeschynomene schindleri",NA,NA,NA
12418,"VU",202914,"Aesculus hippocastanum",NA,NA,NA
12418,"VU",32381,"Aesculus wangii",NA,NA,NA
12418,"VU",43113,"Aetheolaena rosana",NA,NA,NA
12418,"VU",42566169,"Aetobatus ocellatus",NA,NA,NA
12418,"VU",84784918,"Aetomylaeus nichofii",NA,NA,NA
12418,"VU",59694,"Africallagma cuneistigma",NA,NA,NA
12418,"VU",84379328,"Africallagma quingentum",NA,NA,NA
12418,"VU",618,"Africanogyrus rodriguezensis",NA,NA,NA
12418,"VU",20638608,"Africariola longicauda",NA,NA,NA
12418,"VU",169202,"Africocypha centripunctata",NA,NA,NA
12418,"VU",56061,"Afrixalus enseticola",NA,NA,NA
12418,"VU",56070,"Afrixalus morerei",NA,NA,NA
12418,"VU",56080,"Afrixalus sylvaticus",NA,NA,NA
12418,"VU",56081,"Afrixalus uluguruensis",NA,NA,NA
12418,"VU",34449,"Afrocanthium keniense",NA,NA,NA
12418,"VU",179436,"Afrocanthium kilifiense",NA,NA,NA
12418,"VU",35733,"Afrocanthium racemulosum var. nanguanum","nanguanum","var.",NA
12418,"VU",35424,"Afrocanthium shabanii",NA,NA,NA
12418,"VU",34795,"Afrocanthium siebenlistii",NA,NA,NA
12418,"VU",34796,"Afrocanthium vollesenii",NA,NA,NA
12418,"VU",32770,"Afrocarpus mannii",NA,NA,NA
12418,"VU",196895,"Afroedura multiporis",NA,NA,NA
12418,"VU",39468,"Afrofittonia silvestris",NA,NA,NA
12418,"VU",22679430,"Afropavo congensis",NA,NA,NA
12418,"VU",19672430,"Afrophlaeoba usambarica",NA,NA,NA
12418,"VU",32192,"Afrostyrax lepidophyllus",NA,NA,NA
12418,"VU",158049,"Afrothismia insignis",NA,NA,NA
12418,"VU",22691975,"Afrotis afra",NA,NA,NA
12418,"VU",33032,"Afzelia africana",NA,NA,NA
12418,"VU",33033,"Afzelia bipindensis",NA,NA,NA
12418,"VU",33034,"Afzelia pachyloba",NA,NA,NA
12418,"VU",33192,"Afzelia rhomboidea",NA,NA,NA
12418,"VU",55292,"Agalychnis litodryas",NA,NA,NA
12418,"VU",17450723,"Agama montana",NA,NA,NA
12418,"VU",22697200,"Agamia agami",NA,NA,NA
12418,"VU",22685360,"Agapornis nigrigenis",NA,NA,NA
12418,"VU",191547,"Agardhiella tunde",NA,NA,NA
12418,"VU",132970,"Agaricia lamarcki",NA,NA,NA
12418,"VU",75093504,"Agaricus pattersoniae",NA,NA,NA
12418,"VU",202906,"Agathis dammara",NA,NA,NA
12418,"VU",31406,"Agathis flavescens",NA,NA,NA
12418,"VU",30977,"Agathis lanceolata",NA,NA,NA
12418,"VU",31864,"Agathis lenticula",NA,NA,NA
12418,"VU",185863,"Agathis moorei",NA,NA,NA
12418,"VU",16435549,"Agathis robusta ssp. nesophila","nesophila","ssp.",NA
12418,"VU",179575,"Agelanthus longipes",NA,NA,NA
12418,"VU",97219174,"Agelanthus myrsinifolius",NA,NA,NA
12418,"VU",179634,"Agelanthus pennatulus",NA,NA,NA
12418,"VU",22679545,"Agelastes meleagrides",NA,NA,NA
12418,"VU",43115,"Ageratina cuencana",NA,NA,NA
12418,"VU",43116,"Ageratina dendroides",NA,NA,NA
12418,"VU",43119,"Ageratum iltisii",NA,NA,NA
12418,"VU",36638,"Aglaia aherniana",NA,NA,NA
12418,"VU",36629,"Aglaia amplexicaulis",NA,NA,NA
12418,"VU",33716,"Aglaia angustifolia",NA,NA,NA
12418,"VU",36618,"Aglaia apiocarpa",NA,NA,NA
12418,"VU",36651,"Aglaia archiboldiana",NA,NA,NA
12418,"VU",36608,"Aglaia australiensis",NA,NA,NA
12418,"VU",36639,"Aglaia barbanthera",NA,NA,NA
12418,"VU",36635,"Aglaia basiphylla",NA,NA,NA
12418,"VU",36613,"Aglaia bourdillonii",NA,NA,NA
12418,"VU",34928,"Aglaia brassii",NA,NA,NA
12418,"VU",38416,"Aglaia brownii",NA,NA,NA
12418,"VU",36633,"Aglaia ceramica",NA,NA,NA
12418,"VU",33615,"Aglaia chittagonga",NA,NA,NA
12418,"VU",37558,"Aglaia cinnamomea",NA,NA,NA
12418,"VU",36643,"Aglaia coriacea",NA,NA,NA
12418,"VU",36617,"Aglaia costata",NA,NA,NA
12418,"VU",36625,"Aglaia cremea",NA,NA,NA
12418,"VU",36640,"Aglaia cumingiana",NA,NA,NA
12418,"VU",36650,"Aglaia cuspidata",NA,NA,NA
12418,"VU",36614,"Aglaia densisquama",NA,NA,NA
12418,"VU",36620,"Aglaia flavescens",NA,NA,NA
12418,"VU",36648,"Aglaia fragilis",NA,NA,NA
12418,"VU",36649,"Aglaia integrifolia",NA,NA,NA
12418,"VU",36641,"Aglaia laxiflora",NA,NA,NA
12418,"VU",36615,"Aglaia lepiorrhachis",NA,NA,NA
12418,"VU",36624,"Aglaia leucoclada",NA,NA,NA
12418,"VU",36627,"Aglaia macrostigma",NA,NA,NA
12418,"VU",32003,"Aglaia mariannensis",NA,NA,NA
12418,"VU",36647,"Aglaia membranifolia",NA,NA,NA
12418,"VU",36634,"Aglaia parksii",NA,NA,NA
12418,"VU",34915,"Aglaia penningtoniana",NA,NA,NA
12418,"VU",34916,"Aglaia perviridis",NA,NA,NA
12418,"VU",36632,"Aglaia polyneura",NA,NA,NA
12418,"VU",36630,"Aglaia puberulanthera",NA,NA,NA
12418,"VU",36642,"Aglaia pyriformis",NA,NA,NA
12418,"VU",36612,"Aglaia ramotricha",NA,NA,NA
12418,"VU",34918,"Aglaia rivularis",NA,NA,NA
12418,"VU",36621,"Aglaia rubrivenia",NA,NA,NA
12418,"VU",38415,"Aglaia saltatorum",NA,NA,NA
12418,"VU",36619,"Aglaia scortechinii",NA,NA,NA
12418,"VU",34920,"Aglaia smithii",NA,NA,NA
12418,"VU",34921,"Aglaia speciosa",NA,NA,NA
12418,"VU",36637,"Aglaia subsesilis",NA,NA,NA
12418,"VU",34538,"Aglaia tenuicaulis",NA,NA,NA
12418,"VU",36616,"Aglaia variisquama",NA,NA,NA
12418,"VU",36628,"Aglaia yzermannii",NA,NA,NA
12418,"VU",693,"Aglaodiaptomus kingsburyae",NA,NA,NA
12418,"VU",694,"Aglaodiaptomus marshianus",NA,NA,NA
12418,"VU",57383,"Aglyptodactylus laticeps",NA,NA,NA
12418,"VU",37433,"Agonandra loranthoides",NA,NA,NA
12418,"VU",36132,"Agonandra macrocarpa",NA,NA,NA
12418,"VU",14262848,"Agriocnemis kunjina",NA,NA,NA
12418,"VU",59804,"Agriocnemis palaeforma",NA,NA,NA
12418,"VU",22700081,"Agriornis albicauda",NA,NA,NA
12418,"VU",32582,"Agrostistachys coriacea",NA,NA,NA
12418,"VU",44392562,"Agrostophyllum laterale",NA,NA,NA
12418,"VU",61430,"Ailuronyx trachygaster",NA,NA,NA
12418,"VU",712,"Ailuropoda melanoleuca",NA,NA,NA
12418,"VU",40637,"Ailurops ursinus",NA,NA,NA
12418,"VU",154876,"Aioliops brachypterus",NA,NA,NA
12418,"VU",35207,"Aiouea bracteata",NA,NA,NA
12418,"VU",35210,"Aiouea macedoana",NA,NA,NA
12418,"VU",38752,"Aiphanes chiribogensis",NA,NA,NA
12418,"VU",38941,"Aiphanes duquei",NA,NA,NA
12418,"VU",38943,"Aiphanes lindeniana",NA,NA,NA
12418,"VU",189382,"Akiyoshia kobayashii",NA,NA,NA
12418,"VU",761,"Akodon surdus",NA,NA,NA
12418,"VU",772,"Alaena margaritacea",NA,NA,NA
12418,"VU",200684,"Alafia whytei",NA,NA,NA
12418,"VU",31866,"Alangium circulare",NA,NA,NA
12418,"VU",34559,"Alangium havilandii",NA,NA,NA
12418,"VU",37769,"Alangium longiflorum",NA,NA,NA
12418,"VU",775,"Alasmidonta heterodon",NA,NA,NA
12418,"VU",781,"Alasmidonta varicosa",NA,NA,NA
12418,"VU",202797,"Albertisia capituliflora",NA,NA,NA
12418,"VU",202798,"Albertisia glabra",NA,NA,NA
12418,"VU",171770,"Albinaria adrianae",NA,NA,NA
12418,"VU",171435,"Albinaria adriani",NA,NA,NA
12418,"VU",171517,"Albinaria ariadne",NA,NA,NA
12418,"VU",171725,"Albinaria christae",NA,NA,NA
12418,"VU",171525,"Albinaria compressa",NA,NA,NA
12418,"VU",171616,"Albinaria cytherae",NA,NA,NA
12418,"VU",171504,"Albinaria evelynae",NA,NA,NA
12418,"VU",171680,"Albinaria fuchskaeufeli",NA,NA,NA
12418,"VU",171193,"Albinaria haessleini",NA,NA,NA
12418,"VU",171643,"Albinaria idyllica",NA,NA,NA
12418,"VU",171777,"Albinaria ithomensis",NA,NA,NA
12418,"VU",171723,"Albinaria jaeckeli",NA,NA,NA
12418,"VU",171423,"Albinaria janicollis",NA,NA,NA
12418,"VU",171431,"Albinaria janisadana",NA,NA,NA
12418,"VU",170955,"Albinaria klemmi",NA,NA,NA
12418,"VU",171719,"Albinaria li",NA,NA,NA
12418,"VU",172013,"Albinaria linnei",NA,NA,NA
12418,"VU",171039,"Albinaria litoraria",NA,NA,NA
12418,"VU",171197,"Albinaria moreletiana",NA,NA,NA
12418,"VU",171563,"Albinaria pelocarinata",NA,NA,NA
12418,"VU",171196,"Albinaria rebeli",NA,NA,NA
12418,"VU",171728,"Albinaria rollei",NA,NA,NA
12418,"VU",170987,"Albinaria solicola",NA,NA,NA
12418,"VU",171543,"Albinaria sphakiota",NA,NA,NA
12418,"VU",171425,"Albinaria sturanyi",NA,NA,NA
12418,"VU",171229,"Albinaria subaii",NA,NA,NA
12418,"VU",171141,"Albinaria sublamellosa",NA,NA,NA
12418,"VU",171354,"Albinaria thiesseae",NA,NA,NA
12418,"VU",171362,"Albinaria ulrikae",NA,NA,NA
12418,"VU",170870,"Albinaria vrondamasa",NA,NA,NA
12418,"VU",171741,"Albinaria wettsteini",NA,NA,NA
12418,"VU",171324,"Albinaria wiesei",NA,NA,NA
12418,"VU",171654,"Albinaria xanthostoma",NA,NA,NA
12418,"VU",170965,"Albinaria zilchi",NA,NA,NA
12418,"VU",38804,"Albizia berteriana",NA,NA,NA
12418,"VU",36587,"Albizia buntingii",NA,NA,NA
