"count","category","result.taxonid","result.scientific_name","result.subspecies","result.rank","result.subpopulation"
902,"EX",3890,"Carelia paradoxa",NA,NA,NA
902,"EX",3891,"Carelia periscelis",NA,NA,NA
902,"EX",3892,"Carelia pilsbryi",NA,NA,NA
902,"EX",3893,"Carelia sinclairi",NA,NA,NA
902,"EX",3895,"Carelia tenebrosa",NA,NA,NA
902,"EX",3896,"Carelia turricula",NA,NA,NA
902,"EX",22720622,"Carpodacus ferreorostris",NA,NA,NA
902,"EX",35350,"Casearia quinduensis",NA,NA,NA
902,"EX",30527,"Casearia tinifolia",NA,NA,NA
902,"EX",44151,"Cenchrus agrimonioides var. laysanensis","laysanensis","var.",NA
902,"EX",165235,"Centaurea pseudoleucolepis",NA,NA,NA
902,"EX",196771,"Centrobunus braueri",NA,NA,NA
902,"EX",4322,"Chaeropus ecaudatus",NA,NA,NA
902,"EX",22704348,"Chaetoptila angustipluma",NA,NA,NA
902,"EX",184510,"Chambardia letourneuxi",NA,NA,NA
902,"EX",4530,"Characodon garmani",NA,NA,NA
902,"EX",4589,"Chasmistes muriei",NA,NA,NA
902,"EX",9017,"Chelonoidis abingdonii",NA,NA,NA
902,"EX",9023,"Chelonoidis niger",NA,NA,NA
902,"EX",62239833,"Chenonetta finschi",NA,NA,NA
902,"EX",4635,"Chilonopsis blofeldi",NA,NA,NA
902,"EX",4636,"Chilonopsis exulatus",NA,NA,NA
902,"EX",4637,"Chilonopsis helena",NA,NA,NA
902,"EX",4638,"Chilonopsis melanoides",NA,NA,NA
902,"EX",4639,"Chilonopsis nonpareil",NA,NA,NA
902,"EX",4640,"Chilonopsis subplicatus",NA,NA,NA
902,"EX",4641,"Chilonopsis subtruncatus",NA,NA,NA
902,"EX",4642,"Chilonopsis turtoni",NA,NA,NA
902,"EX",13152363,"Chioninia coctei",NA,NA,NA
902,"EX",22728825,"Chloridops kona",NA,NA,NA
902,"EX",22687333,"Chlorostilbon bracei",NA,NA,NA
902,"EX",22728709,"Chlorostilbon elegans",NA,NA,NA
902,"EX",61345,"Chondrostoma scodrense",NA,NA,NA
902,"EX",35379,"Chrysophyllum januariense",NA,NA,NA
902,"EX",22720840,"Ciridops anna",NA,NA,NA
902,"EX",4955,"Clappia cahabensis",NA,NA,NA
902,"EX",40046,"Clappia umbilicata",NA,NA,NA
902,"EX",4961,"Clavicoccus erinaceus",NA,NA,NA
902,"EX",203441,"Clelia errabunda",NA,NA,NA
902,"EX",44126,"Clermontia multiflora",NA,NA,NA
902,"EX",31636,"Cnidoscolus fragrans",NA,NA,NA
902,"EX",62178398,"Coenocorypha barrierensis",NA,NA,NA
902,"EX",22727515,"Coenocorypha iredalei",NA,NA,NA
902,"EX",62322970,"Colaptes oceanicus",NA,NA,NA
902,"EX",5111,"Coleophora leucochrysella",NA,NA,NA
902,"EX",5119,"Collisella edmitchelli",NA,NA,NA
902,"EX",5166,"Colparion madgei",NA,NA,NA
902,"EX",22690222,"Columba jouyi",NA,NA,NA
902,"EX",62254534,"Columba thiriouxi",NA,NA,NA
902,"EX",22690218,"Columba versicolor",NA,NA,NA
902,"EX",37856,"Commidendrum gummiferum",NA,NA,NA
902,"EX",5223,"Conilurus albipes",NA,NA,NA
902,"EX",75927841,"Conilurus capricornensis",NA,NA,NA
902,"EX",5261,"Conozoa hyalina",NA,NA,NA
902,"EX",63488699,"Contomastix charrua",NA,NA,NA
902,"EX",22685776,"Conuropsis carolinensis",NA,NA,NA
902,"EX",47102774,"Copeoglossum redondae",NA,NA,NA
902,"EX",5361,"Coregonus alpenae",NA,NA,NA
902,"EX",135556,"Coregonus bezola",NA,NA,NA
902,"EX",135627,"Coregonus fera",NA,NA,NA
902,"EX",135506,"Coregonus gutturosus",NA,NA,NA
902,"EX",135671,"Coregonus hiemalis",NA,NA,NA
902,"EX",5367,"Coregonus johannae",NA,NA,NA
902,"EX",5371,"Coregonus nigripinnis",NA,NA,NA
902,"EX",5380,"Coregonus oxyrinchus",NA,NA,NA
902,"EX",135570,"Coregonus restrictus",NA,NA,NA
902,"EX",5414,"Coryphomys buehleri",NA,NA,NA
902,"EX",5438,"Cottus echinatus",NA,NA,NA
902,"EX",22678955,"Coturnix novaezelandiae",NA,NA,NA
902,"EX",22684143,"Coua delalandei",NA,NA,NA
902,"EX",56513,"Craugastor chrysozetetes",NA,NA,NA
902,"EX",56588,"Craugastor escoces",NA,NA,NA
902,"EX",32556,"Crudia zeylanica",NA,NA,NA
902,"EX",41320,"Cryptonanus ignitus",NA,NA,NA
902,"EX",136456,"Cryptoprocta spelea",NA,NA,NA
902,"EX",9722,"Ctenochromis pectoralis",NA,NA,NA
902,"EX",5794,"Ctenoglypta newtoni",NA,NA,NA
902,"EX",35036,"Cupaniopsis crassivalvis",NA,NA,NA
902,"EX",34005,"Cyanea arborea",NA,NA,NA
902,"EX",44101,"Cyanea comata",NA,NA,NA
902,"EX",44141,"Cyanea copelandii subsp. copelandii","copelandii","subsp.",NA
902,"EX",44093,"Cyanea cylindrocalyx",NA,NA,NA
902,"EX",44094,"Cyanea dolichopoda",NA,NA,NA
902,"EX",44096,"Cyanea eleeleensis",NA,NA,NA
902,"EX",30919,"Cyanea giffardii",NA,NA,NA
902,"EX",91172297,"Cyanea linearifolia",NA,NA,NA
902,"EX",78777379,"Cyanea mauiensis",NA,NA,NA
902,"EX",91172490,"Cyanea minutiflora",NA,NA,NA
902,"EX",91172805,"Cyanea parvifolia",NA,NA,NA
902,"EX",33554,"Cyanea pohaku",NA,NA,NA
902,"EX",30921,"Cyanea pycnocarpa",NA,NA,NA
902,"EX",34035,"Cyanea quercifolia",NA,NA,NA
902,"EX",78777637,"Cyanea sessilifolia",NA,NA,NA
902,"EX",33588,"Cyanea superba ssp. regina","regina","ssp.",NA
902,"EX",22728673,"Cyanoramphus ulietanus",NA,NA,NA
902,"EX",22685182,"Cyanoramphus zealandicus",NA,NA,NA
902,"EX",6020,"Cyclophorus horridulum",NA,NA,NA
902,"EX",6025,"Cyclosurus mariei",NA,NA,NA
902,"EX",173001,"Cyclura onchiopsis",NA,NA,NA
902,"EX",6061,"Cylindraspis indica",NA,NA,NA
902,"EX",6062,"Cylindraspis inepta",NA,NA,NA
902,"EX",6063,"Cylindraspis peltastes",NA,NA,NA
902,"EX",6064,"Cylindraspis triserrata",NA,NA,NA
902,"EX",6065,"Cylindraspis vosmaeri",NA,NA,NA
902,"EX",31184,"Cynometra beddomei",NA,NA,NA
902,"EX",91177012,"Cyperus rockii",NA,NA,NA
902,"EX",202375,"Cyprinodon arcuatus",NA,NA,NA
902,"EX",6177,"Cyprinodon ceciliae",NA,NA,NA
902,"EX",6176,"Cyprinodon inmemoriam",NA,NA,NA
902,"EX",6155,"Cyprinodon latifasciatus",NA,NA,NA
902,"EX",6168,"Cyprinodon spp.",NA,NA,NA
902,"EX",6179,"Cyprinus yilongensis",NA,NA,NA
902,"EX",91178520,"Cyrtandra olona",NA,NA,NA
902,"EX",61483949,"Delilia inelegans",NA,NA,NA
902,"EX",34039,"Delissea niihauensis",NA,NA,NA
902,"EX",79862904,"Delissea subcordata",NA,NA,NA
902,"EX",79863585,"Delissea subcordata subsp. obtusifolia","obtusifolia","subsp.",NA
902,"EX",79863526,"Delissea subcordata subsp. subcordata","subcordata","subsp.",NA
902,"EX",34040,"Delissea undulata",NA,NA,NA
902,"EX",6331,"Deloneura immaculata",NA,NA,NA
902,"EX",22733394,"Diaphorapteryx hawkinsi",NA,NA,NA
902,"EX",6523,"Diastole matafaoi",NA,NA,NA
902,"EX",39319,"Diceros bicornis ssp. longipes","longipes","ssp.",NA
902,"EX",201462,"Dicrogonatus gardineri",NA,NA,NA
902,"EX",35017,"Dracaena umbraculifera",NA,NA,NA
902,"EX",22720852,"Drepanis funerea",NA,NA,NA
902,"EX",22720848,"Drepanis pacifica",NA,NA,NA
902,"EX",22724449,"Dromaius baudinianus",NA,NA,NA
902,"EX",22728643,"Dromaius minor",NA,NA,NA
902,"EX",6844,"Drosophila lanaiensis",NA,NA,NA
902,"EX",62258591,"Dryolimnas augusti",NA,NA,NA
902,"EX",6862,"Dryophthorus distinguendus",NA,NA,NA
902,"EX",43920,"Dryopteris ascensionis",NA,NA,NA
902,"EX",6917,"Dupontia proletaria",NA,NA,NA
902,"EX",6923,"Dusicyon australis",NA,NA,NA
902,"EX",82337482,"Dusicyon avus",NA,NA,NA
902,"EX",22720738,"Dysmorodrepanis munroi",NA,NA,NA
902,"EX",62307504,"Eclectus infectus",NA,NA,NA
902,"EX",7028,"Ectodemia castaneae",NA,NA,NA
902,"EX",7029,"Ectodemia phleophaga",NA,NA,NA
902,"EX",22690733,"Ectopistes migratorius",NA,NA,NA
902,"EX",7584,"Elimia brevis",NA,NA,NA
902,"EX",7589,"Elimia clausa",NA,NA,NA
902,"EX",7590,"Elimia fusiformis",NA,NA,NA
902,"EX",40100,"Elimia gibbera",NA,NA,NA
902,"EX",7591,"Elimia hartmaniana",NA,NA,NA
902,"EX",7592,"Elimia impressa",NA,NA,NA
902,"EX",7593,"Elimia jonesi",NA,NA,NA
902,"EX",40101,"Elimia lachryma",NA,NA,NA
902,"EX",7594,"Elimia laeta",NA,NA,NA
902,"EX",40102,"Elimia macglameriana",NA,NA,NA
902,"EX",7595,"Elimia pilsbryi",NA,NA,NA
902,"EX",7596,"Elimia pupaeformis",NA,NA,NA
902,"EX",7597,"Elimia pygmaea",NA,NA,NA
902,"EX",7587,"Elimia vanuxemiana",NA,NA,NA
902,"EX",178595,"Emoia nativitatis",NA,NA,NA
902,"EX",7705,"Empetrichthys merriami",NA,NA,NA
902,"EX",7863,"Epioblasma arcaeformis",NA,NA,NA
902,"EX",7864,"Epioblasma biemarginata",NA,NA,NA
902,"EX",7868,"Epioblasma flexuosa",NA,NA,NA
902,"EX",7869,"Epioblasma florentina ssp. florentina","florentina","ssp.",NA
902,"EX",7872,"Epioblasma haysiana",NA,NA,NA
902,"EX",7874,"Epioblasma lenior",NA,NA,NA
902,"EX",7892,"Epioblasma lewisii",NA,NA,NA
902,"EX",7879,"Epioblasma personata",NA,NA,NA
902,"EX",7880,"Epioblasma propinqua",NA,NA,NA
902,"EX",7881,"Epioblasma sampsonii",NA,NA,NA
902,"EX",7895,"Epioblasma stewardsonii",NA,NA,NA
902,"EX",7886,"Epioblasma torulosa ssp. gubernaculum","gubernaculum","ssp.",NA
902,"EX",7888,"Epioblasma torulosa ssp. torulosa","torulosa","ssp.",NA
902,"EX",7890,"Epioblasma turgidula",NA,NA,NA
902,"EX",7962,"Equus hemionus ssp. hemippus","hemippus","ssp.",NA
902,"EX",7957,"Equus quagga ssp. quagga","quagga","ssp.",NA
902,"EX",8000,"Erepta nevilli",NA,NA,NA
902,"EX",12081,"Erythrolamprus perfuscus",NA,NA,NA
902,"EX",22728889,"Erythromachus leguati",NA,NA,NA
902,"EX",8128,"Etheostoma sellare",NA,NA,NA
902,"EX",201472,"Eucarlia alluaudi",NA,NA,NA
902,"EX",135505,"Eudontomyzon sp. nov. 'migratory'",NA,NA,NA
902,"EX",44786445,"Eulophia stenopetala",NA,NA,NA
902,"EX",33555,"Euphorbia celastroides var. tomentella","tomentella","var.",NA
902,"EX",44127,"Euphorbia remyi var. hanaleiensis","hanaleiensis","var.",NA
902,"EX",162307,"Euphrasia mendoncae",NA,NA,NA
902,"EX",8431,"Evarra bustamantei",NA,NA,NA
902,"EX",8432,"Evarra eigenmanni",NA,NA,NA
902,"EX",8433,"Evarra tlahuacensis",NA,NA,NA
902,"EX",22731930,"Falco duboisi",NA,NA,NA
902,"EX",37924,"Fitchia mangarevensis",NA,NA,NA
902,"EX",39158,"Flabellidium spinosum",NA,NA,NA
902,"EX",1292,"Fluvidona dulvertonensis",NA,NA,NA
902,"EX",103811601,"Foudia delloni",NA,NA,NA
902,"EX",22710840,"Fregilupus varius",NA,NA,NA
902,"EX",22728769,"Fulica newtonii",NA,NA,NA
902,"EX",8706,"Fundulus albolineatus",NA,NA,NA
902,"EX",69620808,"Galba vancouverensis",NA,NA,NA
902,"EX",31675,"Galipea ossana",NA,NA,NA
902,"EX",22728763,"Gallinula nesiotis",NA,NA,NA
902,"EX",8888,"Gambusia amistadensis",NA,NA,NA
902,"EX",8891,"Gambusia georgei",NA,NA,NA
902,"EX",135637,"Gasterosteus crenobiontus",NA,NA,NA
902,"EX",8953,"Gastrocopta chichijimana",NA,NA,NA
902,"EX",8954,"Gastrocopta ogasawarana",NA,NA,NA
902,"EX",8987,"Gazella bilkis",NA,NA,NA
902,"EX",8980,"Gazella saudiya",NA,NA,NA
902,"EX",9000,"Genophantis leahi",NA,NA,NA
902,"EX",9004,"Geocapromys columbianus",NA,NA,NA
902,"EX",9003,"Geocapromys thoracatus",NA,NA,NA
902,"EX",9066,"Geonemertes rodericana",NA,NA,NA
902,"EX",173096,"Germainaia geayi",NA,NA,NA
902,"EX",22704724,"Gerygone insularis",NA,NA,NA
902,"EX",9179,"Gibbus lyonetianus",NA,NA,NA
902,"EX",9183,"Gila crassicauda",NA,NA,NA
902,"EX",9244,"Glaucopsyche xerces",NA,NA,NA
902,"EX",37958,"Gomidesia cambessedeana",NA,NA,NA
902,"EX",9329,"Gonidomus newtoni",NA,NA,NA
902,"EX",9392,"Gonospira nevilli",NA,NA,NA
902,"EX",41027,"Graecoanatolica macedonica",NA,NA,NA
902,"EX",38848,"Guettarda retusa",NA,NA,NA
902,"EX",9535,"Gulella mayottensis",NA,NA,NA
902,"EX",9597,"Gyrotoma excisa",NA,NA,NA
902,"EX",9598,"Gyrotoma lewisii",NA,NA,NA
902,"EX",9599,"Gyrotoma pagoda",NA,NA,NA
902,"EX",9600,"Gyrotoma pumila",NA,NA,NA
902,"EX",9601,"Gyrotoma pyramidata",NA,NA,NA
902,"EX",9602,"Gyrotoma walkeri",NA,NA,NA
902,"EX",107426635,"Habenaria petromedusa",NA,NA,NA
902,"EX",22693621,"Haematopus meadewaldoi",NA,NA,NA
902,"EX",9701,"Harmogenanina linophora",NA,NA,NA
902,"EX",9700,"Harmogenanina subdetecta",NA,NA,NA
902,"EX",9765,"Helenoconcha leptalea",NA,NA,NA
902,"EX",9766,"Helenoconcha minutissima",NA,NA,NA
902,"EX",9767,"Helenoconcha polyodon",NA,NA,NA
902,"EX",9768,"Helenoconcha pseustes",NA,NA,NA
902,"EX",9769,"Helenoconcha sexdentata",NA,NA,NA
902,"EX",9770,"Helenodiscus bilamellata",NA,NA,NA
902,"EX",9771,"Helenodiscus vernoni",NA,NA,NA
902,"EX",155676,"Heleobia spinellii",NA,NA,NA
902,"EX",156503,"Helicopsis paulhessei",NA,NA,NA
902,"EX",9808,"Helicoverpa confusa",NA,NA,NA
902,"EX",9809,"Helicoverpa minuta",NA,NA,NA
902,"EX",67379124,"Heliotropium pannifolium",NA,NA,NA
902,"EX",103823595,"Hemignathus lucidus",NA,NA,NA
902,"EX",35092,"Hernandia drakeana",NA,NA,NA
902,"EX",22708091,"Heteralocha acutirostris",NA,NA,NA
902,"EX",10025,"Heteropsomys insulans",NA,NA,NA
902,"EX",10034,"Hexolobodon phenax",NA,NA,NA
902,"EX",30774,"Hibiscadelphus bombycinus",NA,NA,NA
902,"EX",33556,"Hibiscadelphus crucibracteatus",NA,NA,NA
902,"EX",30397,"Hibiscadelphus wilderianus",NA,NA,NA
902,"EX",35153,"Hibiscadelphus woodii",NA,NA,NA
902,"EX",103829706,"Himatione fraithii",NA,NA,NA
902,"EX",40782,"Hippopotamus lemerlei",NA,NA,NA
902,"EX",40783,"Hippopotamus madagascariensis",NA,NA,NA
902,"EX",10168,"Hippotragus leucophaeus",NA,NA,NA
902,"EX",10182,"Hirasea planulata",NA,NA,NA
902,"EX",21460734,"Hirstienus nanus",NA,NA,NA
902,"EX",33469,"Hopea shingkeng",NA,NA,NA
902,"EX",10254,"Hoplodactylus delcourti",NA,NA,NA
902,"EX",10273,"Huso huso Adriatic Sea stock",NA,NA,"Adriatic Sea stock"
902,"EX",184605,"Hydrobia gracilis",NA,NA,NA
902,"EX",10303,"Hydrodamalis gigas",NA,NA,NA
902,"EX",10332,"Hydropsyche tobiasi",NA,NA,NA
902,"EX",10345,"Hygrotus artus",NA,NA,NA
902,"EX",10637,"Hypena laysanensis",NA,NA,NA
902,"EX",10641,"Hypena newelli",NA,NA,NA
902,"EX",10639,"Hypena plagiota",NA,NA,NA
902,"EX",10640,"Hypena senicula",NA,NA,NA
902,"EX",41254,"Hypolimnus pedderensis",NA,NA,NA
902,"EX",22692455,"Hypotaenidia dieffenbachii",NA,NA,NA
902,"EX",22692450,"Hypotaenidia pacifica",NA,NA,NA
902,"EX",22728740,"Hypotaenidia poeciloptera",NA,NA,NA
902,"EX",22692447,"Hypotaenidia wakensis",NA,NA,NA
902,"EX",59445,"Hypselotriton wolterstorffi",NA,NA,NA
902,"EX",31176,"Ilex gardneriana",NA,NA,NA
902,"EX",33660,"Ilex ternatiflora",NA,NA,NA
902,"EX",10815,"Incerticyclus cinereus",NA,NA,NA
902,"EX",10816,"Incerticyclus martinicensis",NA,NA,NA
902,"EX",3172,"Incilius periglenes",NA,NA,NA
902,"EX",155726,"Islamia ateni",NA,NA,NA
902,"EX",10859,"Isolobodon montanus",NA,NA,NA
902,"EX",10860,"Isolobodon portoricensis",NA,NA,NA
902,"EX",22697307,"Ixobrychus novaezelandiae",NA,NA,NA
902,"EX",10946,"Juscelinomys candango",NA,NA,NA
902,"EX",11038,"Kobus leche ssp. robertsi","robertsi","ssp.",NA
902,"EX",30777,"Kokia lanceolata",NA,NA,NA
902,"EX",11073,"Labidura herculeana",NA,NA,NA
902,"EX",11160,"Lagorchestes asomatus",NA,NA,NA
902,"EX",11163,"Lagorchestes leporides",NA,NA,NA
902,"EX",136452,"Lagostomus crassus",NA,NA,NA
902,"EX",11196,"Lamellidea monodonta",NA,NA,NA
902,"EX",11197,"Lamellidea nakadai",NA,NA,NA
902,"EX",11251,"Lampsilis binominata",NA,NA,NA
902,"EX",75306422,"Leiocephalus cuneus",NA,NA,NA
902,"EX",11388,"Leiocephalus eremitus",NA,NA,NA
902,"EX",11389,"Leiocephalus herminieri",NA,NA,NA
902,"EX",11410,"Leiolopisma mauritiana",NA,NA,NA
902,"EX",177653,"Leiorhagium solemi",NA,NA,NA
902,"EX",11459,"Leiostyla lamellosa",NA,NA,NA
902,"EX",62798275,"Lepidium amissum",NA,NA,NA
902,"EX",62798292,"Lepidium obtusatum",NA,NA,NA
902,"EX",11537,"Lepidochrysops hypopolia",NA,NA,NA
902,"EX",11577,"Lepidomeda altivelis",NA,NA,NA
902,"EX",11633,"Leporillus apicalis",NA,NA,NA
902,"EX",11773,"Leptoxis clipeata",NA,NA,NA
902,"EX",11774,"Leptoxis compacta",NA,NA,NA
902,"EX",11775,"Leptoxis foremanii",NA,NA,NA
902,"EX",11776,"Leptoxis formosa",NA,NA,NA
902,"EX",11777,"Leptoxis ligata",NA,NA,NA
902,"EX",11778,"Leptoxis lirata",NA,NA,NA
902,"EX",11781,"Leptoxis occultata",NA,NA,NA
902,"EX",11784,"Leptoxis showalterii",NA,NA,NA
902,"EX",11786,"Leptoxis torrefacta",NA,NA,NA
902,"EX",11788,"Leptoxis vittata",NA,NA,NA
902,"EX",11895,"Leucocharis loyaltiensis",NA,NA,NA
